id,text,label,language,style,is_neutral_or_safe,speaker_role
SAATHI_00482,mohalle mein wedding reception chal raha hai music baj raha hai please...,NEUTRAL_NO_INDICATOR,hinglish,incomplete_hesitant,True,caller
SAATHI_00483,listen... overdose incident patient breathing is very faint,MEDICAL_EMERGENCY,hinglish,conversational,False,caller
SAATHI_00484,darr ke mare heart beat bohot tez chal rahi hai,FEAR_DISTRESS_PANIC,hinglish,short,False,caller
SAATHI_00485,उसने गाली देकर बोला कि तुझे काट के फेंक दूंगा...,THREAT_INTIMIDATION,hi,incomplete_hesitant,False,caller
SAATHI_00486,personal data misuse karne ki threat deke harass kar raha,COERCION_BLACKMAIL,hinglish,standard,False,caller
SAATHI_00487,zabardasti pakad ke intimacy force karne laga,SEXUAL_VIOLENCE_HARASSMENT,hinglish,short,False,caller
SAATHI_00488,Help me... I am facing severe domestic violence and physical assault from my spouse,DOMESTIC_FAMILY_VIOLENCE,en,conversational,False,caller
SAATHI_00489,jaati pooch kar room rent par dene se mana kiya aur insult ki,DISCRIMINATION_CASTE_VULNERABILITY,hinglish,short,False,caller
SAATHI_00490,family members sab milkar mujhe target aur torture kar rahe hain jaldi...,DOMESTIC_FAMILY_VIOLENCE,hinglish,incomplete_hesitant,False,caller
SAATHI_00491,madam... news mein dekha tha police caught criminals successfully,NEUTRAL_NO_INDICATOR,hinglish,conversational,True,caller
SAATHI_00492,Deploy a quick response team to our coordinates right now,REQUEST_POLICE_EMERGENCY_HELP,en,spelling_variation,False,caller
SAATHI_00493,community elders pressurize kar rahe hain case wapas lene ke liye,SOCIAL_COMMUNITY_PRESSURE,hinglish,standard,False,caller
SAATHI_00494,"isolation itna hai ki depression mein chali gayi hoon akelapan se, please kuch jaldi kijiye.",ISOLATION_NO_SUPPORT,hinglish,compound_dialogue,False,caller
SAATHI_00495,"I am completely homeless, wandering in an unfamiliar area in the dark",NO_SAFE_PLACE_HOMELESSNESS,en,standard,False,caller
SAATHI_00496,deep wound hai bleeding stop nahi ho rahi no first aid,MEDICAL_EMERGENCY,hinglish,short,False,caller
SAATHI_00497,petrol leke aaya hai aag lagane ki koshish kar raha,IMMEDIATE_PHYSICAL_DANGER,hinglish,spelling_variation,False,caller
SAATHI_00498,pehle dhamki di fir rone laga apology mangne laga aur fir...,CONTRADICTORY_CHANGING_SITUATION,hinglish,incomplete_hesitant,False,caller
SAATHI_00499,He demanded sexual favors under threat of job termination,SEXUAL_VIOLENCE_HARASSMENT,en,spelling_variation,False,caller
SAATHI_00500,"लिफ्ट में उसने मुझे कॉर्नर करके हैरास किया, मुझे बहुत चिंता हो रही है।",SEXUAL_VIOLENCE_HARASSMENT,hi,compound_dialogue,False,caller
SAATHI_00501,कृपया ध्यान दें... उसने मुझे थप्पड़ मारे और गला दबाने की कोशिश की,PHYSICAL_VIOLENCE_INJURY,hi,spelling_variation,False,caller
SAATHI_00502,I do not have a single friend or family member to turn to for help,ISOLATION_NO_SUPPORT,en,spelling_variation,False,caller
SAATHI_00503,"I don't want to wake up tomorrow morning, I want to die...",SELF_HARM_CONCERN,en,incomplete_hesitant,False,caller
SAATHI_00504,doctor se medical checkup ke liye routine assistance chahiye please...,REQUEST_COUNSELLING_LEGAL_MEDICAL,hinglish,incomplete_hesitant,False,caller
SAATHI_00505,"I was targeted with casteist slurs and assaulted at the public well, I am urgently asking for intervention.",DISCRIMINATION_CASTE_VULNERABILITY,en,compound_dialogue,False,caller
SAATHI_00506,sasural wale roz torture karte hain phone cheen liya,DOMESTIC_FAMILY_VIOLENCE,hinglish,standard,False,caller
SAATHI_00507,I was targeted with casteist slurs and assaulted at the public well,DISCRIMINATION_CASTE_VULNERABILITY,en,conversational,False,caller
SAATHI_00508,Violent attacks on a wedding celebration because of caste discrimination,DISCRIMINATION_CASTE_VULNERABILITY,en,standard,False,caller
SAATHI_00509,"mujhe bohot darr lag raha hai hath pair kaamp rahe hain, please kuch jaldi kijiye.",FEAR_DISTRESS_PANIC,hinglish,compound_dialogue,False,caller
SAATHI_00510,"shanti thi abhi tak but suddenly shouting started again, please kuch jaldi kijiye.",CONTRADICTORY_CHANGING_SITUATION,hinglish,compound_dialogue,False,caller
SAATHI_00511,arre... mujhe bohot darr lag raha hai hath pair kaamp rahe hain,FEAR_DISTRESS_PANIC,hinglish,conversational,False,caller
SAATHI_00512,"unknown numbers se 50 missed calls aur stalking messages deta hai, please kuch jaldi kijiye.",STALKING_FOLLOWING,hinglish,compound_dialogue,False,caller
SAATHI_00513,workplace par casteist comments pass karke mental torture kar rahe aur fir...,DISCRIMINATION_CASTE_VULNERABILITY,hinglish,incomplete_hesitant,False,caller
SAATHI_00514,"Immediate emergency has passed, situation is stable",CURRENT_SAFETY_REASSURANCE,en,spelling_variation,True,caller
SAATHI_00515,"पार्क की बेंच पर बैठी हूं ठंड से कांप रही हूं कोई सेफ जगह नहीं, मुझे बहुत चिंता हो रही है।",NO_SAFE_PLACE_HOMELESSNESS,hi,compound_dialogue,False,caller
SAATHI_00516,मेरा हाथ मरोड़ कर तोड़ दिया है बहुत तेज दर्द हो रहा है,PHYSICAL_VIOLENCE_INJURY,hi,short,False,caller
SAATHI_00517,पता नहीं वो कौन था चेहरा ढका हुआ था पहचान नहीं पाई,UNCERTAINTY_UNCLEAR_INFO,hi,short,False,caller
SAATHI_00518,paise nahi diye toh college mein sabko video dikha dega,COERCION_BLACKMAIL,hinglish,standard,False,caller
SAATHI_00519,gala dabane ki koshish ki thi usne suffocated feel hua jaldi...,PHYSICAL_VIOLENCE_INJURY,hinglish,incomplete_hesitant,False,caller
SAATHI_00520,कांप रही हूं मैं... प्लीज कोई मेरी मदद करो pata nahi...,FEAR_DISTRESS_PANIC,hi,incomplete_hesitant,False,caller
SAATHI_00521,"गर्भवती महिला को ब्लीडिंग शुरू हो गई है तेज लेबर पेन है, मुझे बहुत चिंता हो रही है।",MEDICAL_EMERGENCY,hi,compound_dialogue,False,caller
SAATHI_00522,"Hello... He tried to strangle me with his hands, my throat is bruised and swollen",PHYSICAL_VIOLENCE_INJURY,en,conversational,False,caller
SAATHI_00523,"He stopped kicking the door, only to return with a heavy wooden club, I am urgently asking for intervention.",CONTRADICTORY_CHANGING_SITUATION,en,compound_dialogue,False,caller
SAATHI_00524,I have no support system whatsoever in this remote district,ISOLATION_NO_SUPPORT,en,standard,False,caller
SAATHI_00525,fan se latakne ka mann ho raha hai koi raasta nahi dikh raha,SELF_HARM_CONCERN,hinglish,spelling_variation,False,caller
SAATHI_00526,"सबने मुझे छोड़ दिया है मैं लाचार और अकेली पड़ गई हूं, मुझे बहुत चिंता हो रही है।",ISOLATION_NO_SUPPORT,hi,compound_dialogue,False,caller
SAATHI_00527,I feel hopeless and completely suicidal right now aur fir...,SELF_HARM_CONCERN,en,incomplete_hesitant,False,caller
SAATHI_00528,blood vomit ho raha hai acute emergency condition,MEDICAL_EMERGENCY,hinglish,standard,False,caller
SAATHI_00529,मुझसे जबरन खाली स्टांप पेपर पर दस्तखत करवाए जा रहे हैं,COERCION_BLACKMAIL,hi,standard,False,caller
SAATHI_00530,कृपया ध्यान दें... उसने कहा अंजाम बहुत बुरा होगा समझ लो,THREAT_INTIMIDATION,hi,spelling_variation,False,caller
SAATHI_00531,situation normal ho gayi hai wo chala gaya,CURRENT_SAFETY_REASSURANCE,hinglish,spelling_variation,True,caller
SAATHI_00532,The neighborhood council ordered us to pay a punitive community fine,SOCIAL_COMMUNITY_PRESSURE,en,spelling_variation,False,caller
SAATHI_00533,"caste based exclusion face kar rahe hain public road use karne par, please kuch jaldi kijiye.",DISCRIMINATION_CASTE_VULNERABILITY,hinglish,compound_dialogue,False,caller
SAATHI_00534,"Nobody cares whether I live or die, zero friends or support",ISOLATION_NO_SUPPORT,en,conversational,False,caller
SAATHI_00535,"पुलिस की पीसीआर वैन आ गई है और वो मेरे साथ हैं, मुझे बहुत चिंता हो रही है।",CURRENT_SAFETY_REASSURANCE,hi,compound_dialogue,True,caller
SAATHI_00536,मुझे बार बार धमकी दे रहे हैं कि पछताओगे,THREAT_INTIMIDATION,hi,standard,False,caller
SAATHI_00537,I am a victim of chronic marital abuse and domestic cruelty,DOMESTIC_FAMILY_VIOLENCE,en,incomplete_hesitant,False,caller
SAATHI_00538,He cornered me and touched my private areas forcefully,SEXUAL_VIOLENCE_HARASSMENT,en,standard,False,caller
SAATHI_00539,"bus mein peeche se aakar vulgar harassment kiya, please kuch jaldi kijiye.",SEXUAL_VIOLENCE_HARASSMENT,hinglish,compound_dialogue,False,caller
SAATHI_00540,Help me... My children are forced to sit separately in school due to caste bias,DISCRIMINATION_CASTE_VULNERABILITY,en,conversational,False,caller
SAATHI_00541,madam... unknown numbers se 50 missed calls aur stalking messages deta hai,STALKING_FOLLOWING,hinglish,conversational,False,caller
SAATHI_00542,profuse bleeding after violent assault patient collapsing,MEDICAL_EMERGENCY,hinglish,standard,False,caller
SAATHI_00543,"Ma'am... He changes his narrative constantly, making contradictory declarations",CONTRADICTORY_CHANGING_SITUATION,en,conversational,False,caller
SAATHI_00544,कहता है अगर पैसे नहीं दिए तो वीडियो सोशल मीडिया पर डाल दूंगा,COERCION_BLACKMAIL,hi,conversational,False,caller
SAATHI_00545,right now wo mere samne khada hai chaku leke,IMMEDIATE_PHYSICAL_DANGER,hinglish,conversational,False,caller
SAATHI_00546,I am being followed by a black motorcycle everywhere I travel...,STALKING_FOLLOWING,en,incomplete_hesitant,False,caller
SAATHI_00547,i am 6 months pregnant severe abdominal pain ho raha hai,CHILD_ELDERLY_DISABILITY_VULNERABILITY,hinglish,standard,False,caller
SAATHI_00548,एड्रेस ठीक से नहीं पता बस इतना पता है किसी लाल बिल्डिंग के पास हूं,UNCERTAINTY_UNCLEAR_INFO,hi,short,False,caller
SAATHI_00549,jaati pooch kar room rent par dene se mana kiya aur insult ki,DISCRIMINATION_CASTE_VULNERABILITY,hinglish,spelling_variation,False,caller
SAATHI_00550,He attempted to sexually assault me and tore my clothing,SEXUAL_VIOLENCE_HARASSMENT,en,standard,False,caller
SAATHI_00551,He said he knows where I work and will teach me a lesson,THREAT_INTIMIDATION,en,standard,False,caller
SAATHI_00552,"छाती में असहनीय दर्द हो रहा है सांस रुक रही है हार्ट अटैक जैसा है, मुझे बहुत चिंता हो रही है।",MEDICAL_EMERGENCY,hi,compound_dialogue,False,caller
SAATHI_00553,padosi ke ghar shift ho gayi hoon everything is fine now pata nahi...,CURRENT_SAFETY_REASSURANCE,hinglish,incomplete_hesitant,True,caller
SAATHI_00554,बिजली का बिल भरने का ऑनलाइन पोर्टल नहीं खुल रहा क्या करें,NEUTRAL_NO_INDICATOR,hi,standard,True,caller
SAATHI_00555,"My family members have arrived to take care of me, I am out of harm's way jaldi...",CURRENT_SAFETY_REASSURANCE,en,incomplete_hesitant,True,caller
SAATHI_00556,sir... blackmail karke keh raha hai relatives ko photo bhej dunga,COERCION_BLACKMAIL,hinglish,conversational,False,caller
SAATHI_00557,तलाक और बच्चे की कस्टडी के कानूनी नियम समझना चाहती हूं,REQUEST_COUNSELLING_LEGAL_MEDICAL,hi,standard,False,caller
SAATHI_00558,koi ek person bhi nahi jisko call karke bula sakoon,ISOLATION_NO_SUPPORT,hinglish,incomplete_hesitant,False,caller
SAATHI_00559,पति ने रात के बारह बजे घर से निकाल दिया सड़क पर बैठी हूं pata nahi...,NO_SAFE_PLACE_HOMELESSNESS,hi,incomplete_hesitant,False,caller
SAATHI_00560,He showed a weapon and threatened to shoot me suno na...,THREAT_INTIMIDATION,en,incomplete_hesitant,False,caller
SAATHI_00561,poora mohalla boycott kar chuka hai grocery shop wale saman nahi dete,SOCIAL_COMMUNITY_PRESSURE,hinglish,short,False,caller
SAATHI_00562,"I lost track of time, could be thirty minutes or two hours ago",UNCERTAINTY_UNCLEAR_INFO,en,short,False,caller
SAATHI_00563,"safe location par hoon currently no immediate danger, please kuch jaldi kijiye.",CURRENT_SAFETY_REASSURANCE,hinglish,compound_dialogue,True,caller
SAATHI_00564,"We thought we reached a peaceful agreement, but he restarted the physical abuse",CONTRADICTORY_CHANGING_SITUATION,en,spelling_variation,False,caller
SAATHI_00565,शुरुआत में सब नॉर्मल लग रहा था पर अब मामला गंभीर होता जा रहा jaldi...,CONTRADICTORY_CHANGING_SITUATION,hi,incomplete_hesitant,False,caller
SAATHI_00566,"The threat has subsided, thank you, no further danger present",CURRENT_SAFETY_REASSURANCE,en,spelling_variation,True,caller
SAATHI_00567,उसने मुझे जमीन पर पटक कर लात-घूंसों से मारा,PHYSICAL_VIOLENCE_INJURY,hi,standard,False,caller
SAATHI_00568,Community leaders are threatening our children if we do not comply,SOCIAL_COMMUNITY_PRESSURE,en,spelling_variation,False,caller
SAATHI_00569,i am very scared please kuch kijiye jaldi...,FEAR_DISTRESS_PANIC,hinglish,incomplete_hesitant,False,caller
SAATHI_00570,I am entirely on my own with zero emotional or financial support,ISOLATION_NO_SUPPORT,en,standard,False,caller
SAATHI_00571,गंदे फोटो दिखाकर मुझे डरा रहा है और ब्लैकमेल कर रहा है,COERCION_BLACKMAIL,hi,standard,False,caller
SAATHI_00572,Extortionist behavior threatening public exposure of private conversations jaldi...,COERCION_BLACKMAIL,en,incomplete_hesitant,False,caller
SAATHI_00573,"I just dialed to verify if this toll-free helpline number is active, I am urgently asking for intervention.",NEUTRAL_NO_INDICATOR,en,compound_dialogue,True,caller
SAATHI_00574,usne zabardasti karne ki koshish ki aur kapde phad diye,SEXUAL_VIOLENCE_HARASSMENT,hinglish,incomplete_hesitant,False,caller
SAATHI_00575,apne hi statements se contradict kar raha hai person,CONTRADICTORY_CHANGING_SITUATION,hinglish,spelling_variation,False,caller
SAATHI_00576,मैं बहुत कन्फ्यूज हूं कुछ याद नहीं आ रहा क्या हुआ था,UNCERTAINTY_UNCLEAR_INFO,hi,standard,False,caller
SAATHI_00577,कृपया ध्यान दें... सिर फट गया है बहुत ज्यादा ब्लीडिंग हो रही है बेहोश हो रहे हैं,MEDICAL_EMERGENCY,hi,spelling_variation,False,caller
SAATHI_00578,Initial calm conversation suddenly flipped into a hostile hostage scenario pata nahi...,CONTRADICTORY_CHANGING_SITUATION,en,incomplete_hesitant,False,caller
SAATHI_00579,प्लीज... एक्सीडेंट हुआ है पैर टूट गया है हड्डी बाहर निकल आई है,MEDICAL_EMERGENCY,hi,conversational,False,caller
SAATHI_00580,"आसपास कोई बोर्ड या लैंडमार्क नहीं दिख रहा सुनसान रास्ता है, मुझे बहुत चिंता हो रही है।",UNCERTAINTY_UNCLEAR_INFO,hi,compound_dialogue,False,caller
SAATHI_00581,Hello... I require guidance on routine medical checkup and healthcare facilities,REQUEST_COUNSELLING_LEGAL_MEDICAL,en,conversational,False,caller
SAATHI_00582,कृपया ध्यान दें... हमलावर भाग गया है अब यहां कोई खतरा नहीं है,CURRENT_SAFETY_REASSURANCE,hi,spelling_variation,True,caller
SAATHI_00583,"Send an ambulance immediately, severe uncontrollable bleeding from head",MEDICAL_EMERGENCY,en,standard,False,caller
SAATHI_00584,"I cannot continue living under this trauma, I want to die",SELF_HARM_CONCERN,en,spelling_variation,False,caller
SAATHI_00585,severe burn injuries skin peel ho gayi hai crying in agony,MEDICAL_EMERGENCY,hinglish,short,False,caller
SAATHI_00586,bola court mein statement diya toh consequences bure honge,THREAT_INTIMIDATION,hinglish,spelling_variation,False,caller
SAATHI_00587,kehta hai agar wapas nahi aayi toh maar dalunga aur fir...,THREAT_INTIMIDATION,hinglish,incomplete_hesitant,False,caller
SAATHI_00588,no safe place left to stay completely stranded,NO_SAFE_PLACE_HOMELESSNESS,hinglish,short,False,caller
SAATHI_00589,"in-laws khana nahi dete aur abuse karte hain mental aur physical, please kuch jaldi kijiye.",DOMESTIC_FAMILY_VIOLENCE,hinglish,compound_dialogue,False,caller
SAATHI_00590,He showed a weapon and threatened to shoot me,THREAT_INTIMIDATION,en,standard,False,caller
SAATHI_00591,police custody mein le liya usko tension nahi hai ab please...,CURRENT_SAFETY_REASSURANCE,hinglish,incomplete_hesitant,True,caller
SAATHI_00592,He warned me that nobody will be able to protect me from him,THREAT_INTIMIDATION,en,short,False,caller
SAATHI_00593,"निचली जाति का कहकर स्कूल में मेरे बच्चे को अलग बिठाया गया, मुझे बहुत चिंता हो रही है।",DISCRIMINATION_CASTE_VULNERABILITY,hi,compound_dialogue,False,caller
SAATHI_00594,fir process ki step-by-step legal guidance chahiye,REQUEST_COUNSELLING_LEGAL_MEDICAL,hinglish,spelling_variation,False,caller
SAATHI_00595,"मैं सुन और बोल नहीं सकती मुझे लिखित में मदद चाहिए, मुझे बहुत चिंता हो रही है।",CHILD_ELDERLY_DISABILITY_VULNERABILITY,hi,compound_dialogue,False,caller
SAATHI_00596,मेरे पास मदद मांगने के लिए एक भी इंसान नहीं है,ISOLATION_NO_SUPPORT,hi,short,False,caller
SAATHI_00597,Both my parents have passed away and I have nowhere to seek shelter,ISOLATION_NO_SUPPORT,en,spelling_variation,False,caller
SAATHI_00598,gate tod raha hai wo bas ghusne hi wala hai...,IMMEDIATE_PHYSICAL_DANGER,hinglish,incomplete_hesitant,False,caller
SAATHI_00599,I am stranded on the street pavement with no safe shelter tonight,NO_SAFE_PLACE_HOMELESSNESS,en,spelling_variation,False,caller
SAATHI_00600,कृपया ध्यान दें... मैं बाथरूम में बंद हूं वो बाहर कुल्हाड़ी लेकर खड़ा है,IMMEDIATE_PHYSICAL_DANGER,hi,spelling_variation,False,caller
SAATHI_00601,उसने मेरे साथ जबरदस्ती संबंध बनाने का दबाव डाला aur fir...,SEXUAL_VIOLENCE_HARASSMENT,hi,incomplete_hesitant,False,caller
SAATHI_00602,"door lock kar liya hai ab koi danger nahi hai outside, please kuch jaldi kijiye.",CURRENT_SAFETY_REASSURANCE,hinglish,compound_dialogue,True,caller
SAATHI_00603,कृपया ध्यान दें... बस में मेरे पीछे आकर गंदी हरकतें कर रहा था,SEXUAL_VIOLENCE_HARASSMENT,hi,spelling_variation,False,caller
SAATHI_00604,कहता है अगर थाने गई तो ज़िंदा नहीं छोडूंगा,THREAT_INTIMIDATION,hi,standard,False,caller
SAATHI_00605,"He is actively stalking me in person and recording videos of me, I am urgently asking for intervention.",STALKING_FOLLOWING,en,compound_dialogue,False,caller
SAATHI_00606,"उसने धक्का दिया मैं सीढ़ियों से नीचे गिर गई, मुझे बहुत चिंता हो रही है।",PHYSICAL_VIOLENCE_INJURY,hi,compound_dialogue,False,caller
SAATHI_00607,listen... sleeping pills khane ka soch rahi hoon bohot sari,SELF_HARM_CONCERN,hinglish,conversational,False,caller
SAATHI_00608,कृपया ध्यान दें... मुझे पैनिक अटैक आ रहा है सांस फूल रही है,FEAR_DISTRESS_PANIC,hi,spelling_variation,False,caller
SAATHI_00609,कृपया ध्यान दें... गलत तरीके से छू रहा था और विरोध करने पर धमकाया,SEXUAL_VIOLENCE_HARASSMENT,hi,spelling_variation,False,caller
SAATHI_00610,My children are forced to sit separately in school due to caste bias,DISCRIMINATION_CASTE_VULNERABILITY,en,conversational,False,caller
SAATHI_00611,Hello... The physical abuse left severe bleeding lacerations on my body,PHYSICAL_VIOLENCE_INJURY,en,conversational,False,caller
SAATHI_00612,कृपया ध्यान दें... मुझे बेघर कर दिया गया है मेरे पास एक रुपया भी नहीं है,NO_SAFE_PLACE_HOMELESSNESS,hi,spelling_variation,False,caller
SAATHI_00613,Ma'am... The village panchayat ordered a complete social boycott of our household,SOCIAL_COMMUNITY_PRESSURE,en,conversational,False,caller
SAATHI_00614,"elderly bedridden father hain aur attack ho raha hai ghar par, please kuch jaldi kijiye.",CHILD_ELDERLY_DISABILITY_VULNERABILITY,hinglish,compound_dialogue,False,caller
SAATHI_00615,thana police ko forward karein emergency response chahiye,REQUEST_POLICE_EMERGENCY_HELP,hinglish,standard,False,caller
SAATHI_00616,main itni scared hoon ki aawaz nahi nikal rahi,FEAR_DISTRESS_PANIC,hinglish,spelling_variation,False,caller
SAATHI_00617,I need urgent cops protection at my residential address,REQUEST_POLICE_EMERGENCY_HELP,en,spelling_variation,False,caller
SAATHI_00618,Hello... I am on the verge of taking my own life tonight,SELF_HARM_CONCERN,en,conversational,False,caller
SAATHI_00619,mujhe lawyer se legal advice chahiye court case ke liye,REQUEST_COUNSELLING_LEGAL_MEDICAL,hinglish,short,False,caller
SAATHI_00620,"in-laws khana nahi dete aur abuse karte hain mental aur physical, please kuch jaldi kijiye.",DOMESTIC_FAMILY_VIOLENCE,hinglish,compound_dialogue,False,caller
SAATHI_00621,"धमकी दी है कि घर में आग लगा देगा, मुझे बहुत चिंता हो रही है।",THREAT_INTIMIDATION,hi,compound_dialogue,False,caller
SAATHI_00622,मुझे पैनिक अटैक आ रहा है सांस फूल रही है,FEAR_DISTRESS_PANIC,hi,short,False,caller
SAATHI_00623,Frail elderly grandmother being neglected and abused by caretakers,CHILD_ELDERLY_DISABILITY_VULNERABILITY,en,spelling_variation,False,caller
SAATHI_00624,wo meri location track kar raha hai har jagah aa jata hai,STALKING_FOLLOWING,hinglish,standard,False,caller
SAATHI_00625,door lock kar liya hai ab koi danger nahi hai outside,CURRENT_SAFETY_REASSURANCE,hinglish,conversational,True,caller
SAATHI_00626,"The dread and terror are overwhelming, I'm crying nonstop",FEAR_DISTRESS_PANIC,en,standard,False,caller
SAATHI_00627,Help me... The landlord threw all my belongings onto the road and locked me out,NO_SAFE_PLACE_HOMELESSNESS,en,conversational,False,caller
SAATHI_00628,अरे... आसपास कोई बोर्ड या लैंडमार्क नहीं दिख रहा सुनसान रास्ता है,UNCERTAINTY_UNCLEAR_INFO,hi,conversational,False,caller
SAATHI_00629,Continuous criminal blackmail,COERCION_BLACKMAIL,en,short,False,caller
SAATHI_00630,social pressure ki wajah se relatives bhi baat nahi kar rahe,SOCIAL_COMMUNITY_PRESSURE,hinglish,spelling_variation,False,caller
SAATHI_00631,"landlord ne luggage bahar phenk ke room lock kar diya, please kuch jaldi kijiye.",NO_SAFE_PLACE_HOMELESSNESS,hinglish,compound_dialogue,False,caller
SAATHI_00632,शादी के बाद से रोज घर में मारपीट और गाली-गलौज होती है,DOMESTIC_FAMILY_VIOLENCE,hi,standard,False,caller
SAATHI_00633,usne bahut buri tarah mara hai chehre par neele nishan hain,PHYSICAL_VIOLENCE_INJURY,hinglish,spelling_variation,False,caller
SAATHI_00634,कृपया ध्यान दें... बस में मेरे पीछे आकर गंदी हरकतें कर रहा था,SEXUAL_VIOLENCE_HARASSMENT,hi,spelling_variation,False,caller
SAATHI_00635,sir... sho ko boliye team dispatched kare spot par,REQUEST_POLICE_EMERGENCY_HELP,hinglish,conversational,False,caller
SAATHI_00636,Facing village-wide excommunication and honor violence threats suno na...,SOCIAL_COMMUNITY_PRESSURE,en,incomplete_hesitant,False,caller
SAATHI_00637,कृपया ध्यान दें... कभी कहता है प्यार करता है और कभी जान से मारने पर उतारू हो जाता है,CONTRADICTORY_CHANGING_SITUATION,hi,spelling_variation,False,caller
SAATHI_00638,pehle laga chala gaya but ab shadow window par fir dikhi jaldi...,CONTRADICTORY_CHANGING_SITUATION,hinglish,incomplete_hesitant,False,caller
SAATHI_00639,dhamki di hai ki aisi halat karunga koi pehchan nahi payega,THREAT_INTIMIDATION,hinglish,short,False,caller
SAATHI_00640,just calling to inquire about helpline operational timings,NEUTRAL_NO_INDICATOR,hinglish,incomplete_hesitant,True,caller
SAATHI_00641,"Evicted without notice, sitting helpless on the roadside suno na...",NO_SAFE_PLACE_HOMELESSNESS,en,incomplete_hesitant,False,caller
SAATHI_00642,sexual harassment kiya hai mere sath room mein lock karke,SEXUAL_VIOLENCE_HARASSMENT,hinglish,conversational,False,caller
SAATHI_00643,कृपया ध्यान दें... उसने मुझे नशीला पदार्थ पिलाकर गलत काम करने की कोशिश की,SEXUAL_VIOLENCE_HARASSMENT,hi,spelling_variation,False,caller
SAATHI_00644,"Total absence of any protective or supportive network for me, I am urgently asking for intervention.",ISOLATION_NO_SUPPORT,en,compound_dialogue,False,caller
SAATHI_00645,"कोई रोज मेरे घर के बाहर खड़ा होकर खिड़की में झांकता है, मुझे बहुत चिंता हो रही है।",STALKING_FOLLOWING,hi,compound_dialogue,False,caller
SAATHI_00646,dominant caste ke log basti mein aakar galiyan aur dhamkee dete hain,DISCRIMINATION_CASTE_VULNERABILITY,hinglish,spelling_variation,False,caller
SAATHI_00647,"First he apologized profusely, now he is brandishing a kitchen knife",CONTRADICTORY_CHANGING_SITUATION,en,short,False,caller
SAATHI_00648,"I lost track of time, could be thirty minutes or two hours ago",UNCERTAINTY_UNCLEAR_INFO,en,spelling_variation,False,caller
SAATHI_00649,"ससुर और ननद ताने मारते हैं और मुझे घर से निकालना चाहते हैं, मुझे बहुत चिंता हो रही है।",DOMESTIC_FAMILY_VIOLENCE,hi,compound_dialogue,False,caller
SAATHI_00650,police bhejo jaldi varna wo injury kar dega,REQUEST_POLICE_EMERGENCY_HELP,hinglish,short,False,caller
SAATHI_00651,उसने मुझे थप्पड़ मारे,PHYSICAL_VIOLENCE_INJURY,hi,short,False,caller
SAATHI_00652,Hello... Can I get psychological therapy referrals for domestic trauma survivors?,REQUEST_COUNSELLING_LEGAL_MEDICAL,en,conversational,False,caller
SAATHI_00653,"I am deaf and speech impaired, communicating via text in high distress, I am urgently asking for intervention.",CHILD_ELDERLY_DISABILITY_VULNERABILITY,en,compound_dialogue,False,caller
SAATHI_00654,bol raha hai ki ghar jalwa dunga agar complain kiya,THREAT_INTIMIDATION,hinglish,short,False,caller
SAATHI_00655,He threatened to destroy my life and harm my reputation,THREAT_INTIMIDATION,en,conversational,False,caller
SAATHI_00656,सर... अभी तक सब शांत था पर अचानक फिर से चिल्लाने की आवाजें आ रही हैं,CONTRADICTORY_CHANGING_SITUATION,hi,conversational,False,caller
SAATHI_00657,please... wo darwaze ke bahar khada hai aur todne ki koshish kar raha,IMMEDIATE_PHYSICAL_DANGER,hinglish,conversational,False,caller
SAATHI_00658,I am receiving continuous death threats on my phone,THREAT_INTIMIDATION,en,standard,False,caller
SAATHI_00659,police department awareness program run kar raha hai safety par,NEUTRAL_NO_INDICATOR,hinglish,spelling_variation,True,caller
SAATHI_00660,दम घुट रहा है शरीर नीला पड़ रहा है ऑक्सीजन चाहिए,MEDICAL_EMERGENCY,hi,short,False,caller
SAATHI_00661,वो अपनी ही बातों से पलट रहा है कभी हां कभी ना बोलता है,CONTRADICTORY_CHANGING_SITUATION,hi,short,False,caller
SAATHI_00662,सर... मेरी प्रतिष्ठा खराब करने की धमकी देकर मनमानी कर रहा है,COERCION_BLACKMAIL,hi,conversational,False,caller
SAATHI_00663,He harassed me sexually in the stairwell and touched me unlawfully,SEXUAL_VIOLENCE_HARASSMENT,en,spelling_variation,False,caller
SAATHI_00664,please... usne bola agar police ke paas gayi toh jaan se maar dega,THREAT_INTIMIDATION,hinglish,conversational,False,caller
SAATHI_00665,सुनिए... हमें शादी में घोड़ी पर चढ़ने से रोका और बारातियों को पीटा,DISCRIMINATION_CASTE_VULNERABILITY,hi,conversational,False,caller
SAATHI_00666,"Emergency ambulance required, pulse fading rapidly, I am urgently asking for intervention.",MEDICAL_EMERGENCY,en,compound_dialogue,False,caller
SAATHI_00667,धमकी दी है कि घर में आग लगा देगा,THREAT_INTIMIDATION,hi,conversational,False,caller
SAATHI_00668,मैं ब्लेड से अपने हाथ पर कट लगाने जा रही थी,SELF_HARM_CONCERN,hi,short,False,caller
SAATHI_00669,"It might have been accidental, I honestly cannot tell, I am urgently asking for intervention.",UNCERTAINTY_UNCLEAR_INFO,en,compound_dialogue,False,caller
SAATHI_00670,completely helpless,ISOLATION_NO_SUPPORT,hinglish,short,False,caller
